회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,지번주소,도로명주소,매출액,자산총계,직원총수,비고,재무,...16,번호,V1,조사기준년도,시군명,행정구역명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84경도,WGS84위도,산업대분류코드,산업대분류명,산업중분류명,산업소분류명,산업세분류명,산업세세분류명,산업세세분류코드
비츠로테크,42370,기타 금융업,"차단기, 개폐기",2000-08-03,12월,"장순상, 유병언, 장범수(각자대표)",http://www.vitzrotech.com,경기도,성곡동 605-2 반월공단 19블럭 1호,경기 안산시 단원구 별망로 327 가동,10777,121636,1008,NA,NA,NA,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
진성티이씨,36890,특수 목적용 기계 제조업,트랙롤라. 플로팅 씰,2000-07-20,12월,"윤성수, 윤준수(공동대표이사)",http://www.jinsungtec.com,경기도,세교동 544-2,경기도 평택시 세교산단로3,267579,260343,219,NA,NA,NA,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에스씨디,42110,가정용 기기 제조업,전자렌지용 MOTOR 및 냉장고용 TIMER,2000-07-13,12월,오길호,http://www.sscd.co.kr,경기도,북리 31-6,경기 용인시 처인구 남사읍 형제로17번길 21,181804,156836,200,NA,NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국정보공학,39740,기타 전문 도매업,"그룹웨어, 자료관리시스템",2000-07-06,12월,"유용석, 황봉남(각자 대표이사)",http://www.kies.co.kr,경기도,서현동 253-4,경기 성남시 분당구 황새울로359번길 7,101784,70230,51,NA,NA,NA,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
네오위즈홀딩스,42420,소프트웨어 개발 및 공급업,지주사업,2000-06-27,12월,김상욱,http://www.neowiz.com,경기도,삼평동 629,경기 성남시 분당구 대왕판교로645번길 14,985,271103,7,NA,NA,NA,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
다산네트웍스,39560,통신 및 방송 장비 제조업,네트워크 통신장비,2000-06-22,12월,남민우,http://www.dasannetworks.com,경기도,삼평동 676 다산타워,경기 성남시 분당구 대왕판교로644번길 49,37260,356304,145,NA,NA,NA,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
안국약품,1540,의약품 제조업,"그랑파제, 토비콤-S",2000-06-15,12월,원덕권,http://www.ahn-gook.com,경기도,갈현동 산32,경기 과천시 과천대로7길 12 안국약품빌딩,220890,226813,389,NA,NA,NA,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HRS,36640,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,2000-05-30,12월,김진성,http://www.hrssilicone.com,경기도,추팔리 394-1,경기 평택시 팽성읍 추팔산단2길 7,76733,124666,157,NA,NA,NA,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
파인디지털,38950,통신 및 방송 장비 제조업,"원격 RF 감시장치, 디지털 광 중계기, 노드분배기",2000-05-04,12월,김용훈,http://www.finedigital.com,경기도,야탑동 345-1,경기 성남시 분당구 성남대로925번길 41,76846,98086,148,NA,NA,NA,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SG&G,40610,기타 운송관련 서비스업,생활정보신문,2000-04-27,12월,이 의 범,http://www.sgng.com,경기도,원시동 713-1,경기 안산시 단원구 원시로 239-10,41898,166772,68,NA,NA,NA,637,348564,2021,안산시,경기도 단원구 초지동,경기도 안산시 단원구 원시동 713-1,경기도 안산시 단원구 초지동 원시로  239-10 ,15429,126.7840333,37.31927659,C,제조업(10~34),금속 가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업",그 외 기타 금속 가공업,25929
대성미생물,36480,의약품 제조업,"동물용 의약품, 미생물제재",2000-04-04,12월,"이동규, 이훈구 (각자대표)",http://www.dsmbio.com,경기도,삼동 293,경기도 의왕시 덕영대로 103,25562,64290,134,"제무재표, 재무상태표, 포괄손익계산서 확인",NA,NA,638,894885,2021,의왕시,경기도 의왕시 부곡동,경기도 의왕시 삼동 293 (주)대성미생물연구소,경기도 의왕시 삼동 덕영대로  103-0 (주)대성미생물연구소,16103,126.9598627,37.32368919,C,제조업(10~34),의료용 물질 및 의약품 제조업,의약품 제조업,동물용 의약품 제조업,동물용 의약품 제조업,21230
케이엠더블유,32500,통신 및 방송 장비 제조업,RF 부품 및 중계기,2000-03-21,12월,김덕용,http://www.kmw.co.kr,경기도,영천동 115,경기도 화성시 동탄대로25길 21,44714,262537,NA,NA,NA,NA,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
솔브레인홀딩스,36830,회사 본부 및 경영 컨설팅 서비스업,"반도체,디스플레이,2차전지 공정용 화학제품",2000-01-18,12월,정현석,http://www.soulbrainholdings.co.kr,경기도,삼평동 612-3,"경기도 성남시 분당구 판교로 255번길 34, 5층",30391340,1124433,88,NA,NA,NA,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에프에스티,36810,전자부품 제조업,"펠리클(반도체부품), 칠러장비, 반도체유통",2000-01-18,12월,장경빈,http://www.fstc.co.kr,경기도,방교동 832-8,경기도 화성시 동탄산단6길 15-23,187248,309919,737,NA,NA,NA,641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
코맥스,36690,통신 및 방송 장비 제조업,"홈네트워크시스템,CCTV 방송설비",2000-01-18,12월,변우석,http://www.commax.com,경기도,상대원동 513-11,경기 성남시 중원구 둔촌대로 494,133423,100277,175,NA,NA,NA,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
세종텔레콤,36630,전기 통신업,WLL/GPS/위성DMB/VoIP 단말기,2000-01-04,12월,"김형진, 이병국 (각자대표)",http://www.sejongtelecom.net,경기도,갈현동 산32,경기도 과천시 과천대로 7길 12 프리즘스퀘어2,235871,497617,380,"네이버엔 지점이 많이 뜨지만, 홈페이지에는 경기도 본사 1개/사업계획서에 본점소재지는 서울시 강동구 상일로 10길 36(상일동) 세종텔레콤",NA,NA,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
파세코,37070,가정용 기기 제조업,"창문형에어컨,석유스토브",2000-01-04,12월,유일한,http://www.paseco.co.kr,경기도,원시동 724-1,경기 안산시 단원구 원시로 248 나동,"133,800?","147,541?",288,NA,NA,NA,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
서희건설,35890,건물 건설업,"토목, 건축, 부동산임대업",1999-12-24,12월,"김팔수, 김원철(각자 대표이사)",http://www.seohee.co.kr,경기도,망월동 1083-2,"경기도 하남시 미사강변중앙로 210, 3층 304호",1415132,1501662,832,NA,NA,NA,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
주성엔지니어링,36930,특수 목적용 기계 제조업,LP CVD,1999-12-24,12월,황철주,http://www.jseng.com,경기도,능평동 49,경기도 광주시 오포로 240,284689,804640,507,NA,NA,NA,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
클라우드에어,36170,반도체 제조업,LED패키지,1999-12-21,12월,하관호,http://www.cloud-air.co.kr,경기도,신동 358-1,경기 수원시 영통구 신원로 170,14523,121048,44,NA,NA,NA,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼지전자,37460,통신 및 방송 장비 제조업,"통신기기,정보기기,BACKLIGHTUNIT사업",1999-12-16,12월,"각자대표이사 박두진, 이태훈",http://www.samjielec.co.kr,경기도,금곡동 583-2,경기 화성시 금곡로 63-27,44321,237633,108,NA,NA,NA,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
우리엔터프라이즈,37400,상품 종합 도매업,"변환장치 제조업 백열전구, 형광등",1999-12-16,12월,엄태욱,http://www.wooree.co.kr,경기도,성곡동 636-3,경기 안산시 단원구 성곡로 79,28338,162554,51,NA,NA,NA,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
인지디스플레이,37330,전자부품 제조업,"TFT-LCDCHASSIS,TFT-LCDLAMPREFLECTOR,ICLEADFRAME,TRLEADFRAME",1999-12-14,12월,"정구용,정혜승,금수근,배학범",http://www.inzidisplay.co.kr,경기도,원시동 775-1,경기도 안산시 단원구 동산로 88,290657,328063,368,NA,NA,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
유니셈,36200,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),1999-12-10,12월,"김형균,이양구(각자대표)",http://www.unisem.co.kr,경기도,장지동 509,경기 화성시 장지남길 10-7,221618,237042,823,NA,NA,NA,651,3357,2021,화성시,경기도 화성시 동탄8동,경기도 화성시 장지동 509,경기도 화성시 동탄8동 장지남길  10-7 ,18510,127.1163952,37.15346666,C,제조업(10~34),기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",기체 여과기 제조업,29174
팜스코,36580,"곡물가공품, 전분 및 전분제품 제조업","배합사료 제조,도매",1999-10-25,12월,김남욱,http://www.farmsco.com,경기도,계륵리 273-4,경기도 안성시 미양면 제2공단4길 33,1720042,868274,492,NA,NA,NA,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HD한국조선해양,9540,기타 금융업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",1999-08-24,12월,"정기선, 김성준 (각자 대표이사)",http://www.ksoe.co.kr,경기도,정자동 4-5,경기 성남시 분당구 분당수서로 477,269908,11774250,1189,NA,NA,NA,653,1021985,2021,성남시,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자동 4-5,경기도 성남시 분당구 정자1동 분당수서로  477 0    ,13553,127.1061111,37.37693427,I,숙박 및 음식점업(55~56),음식점 및 주점업,음식점업,기관 구내식당업,기관 구내식당업,56130
시공테크,20710,전문디자인업,"박물관, 전시관, 엑스포, 특수영상",1999-08-13,12월,김승태,http://www.sigongtech.co.kr,경기도,삼평동 671-3,경기 성남시 분당구 판교역로 225-20,122952,136231,178,NA,NA,NA,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
백산,35150,플라스틱제품 제조업,"P.U.인조피혁,부직포인공피혁 제조,무역",1999-08-11,12월,김한준,http://www.baiksan.co.kr,경기도,정왕동 1234,경기도 시흥시 공단1대로 27번길 47,214084,273235,236,NA,NA,NA,655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
케이티,30200,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",1998-12-23,12월,김영섭,http://www.kt.com,경기도,정자동 206,경기도 성남시 분당구 불정로 90,18371437,30308919,19737,NA,NA,NA,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
하이트론씨스템즈,19490,영상 및 음향기기 제조업,"영상음향기기(보안시스템,CCTV용 모니터,CRT,화상회의시스템),정보통신기기 제조",1998-11-04,12월,유앤디,http://www.hitron.co.kr,경기도,마산리 111-6,경기 안성시 미양면 마산길 99-13,5504,27560,54,소규모기업(최근 사업연도말 별도 재무제표상 자산총액 1천억원 미만) 해당으로 '요약재무정보' 기재를 생략합니다.,NA,"재무상태표, 포괄손익계산서 활용",657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
케이씨,29460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",가스/Chemical 공급 장치 등 제조 및 판매,1997-11-25,12월,"고상걸, 권홍빈(각자대표이사)",http://www.kct.co.kr,경기도,계륵리 271,경기도 안성시 미양면 제2공단3길 30,167533,649867,222,NA,NA,NA,658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
엠케이전자,33160,전자부품 제조업,반도체용세금선,1997-11-10,12월,현기진,http://www.mke.co.kr,경기도,금어리 316-2,경기도 용인시 처인구 포곡읍 금어로 405,496098,359774,297,NA,NA,NA,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK가스,18670,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장",1997-08-27,12월,윤병석,http://www.skgas.co.kr/,경기도,삼평동 687,경기 성남시 분당구 판교로 332,5290044,5034185,653,NA,NA,NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
다우기술,23590,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",1997-08-27,12월,김윤덕,http://www.daou.co.kr,경기도,금토동 726,경기 성남시 수정구 금토로 69 4층,294607,1134956,653,NA,NA,NA,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
제이엠아이,33050,기타 화학제품 제조업,CD복제품,1997-08-18,12월,정광훈,http://www.jmikorea.co.kr,경기도,방교동 827-4,경기도 화성시 동탄산단8길 15-20,32124,66041,82,NA,NA,NA,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
바이온,32980,음·식료품 및 담배 도매업,"배너,타포린,화장품,자동차부품",1997-08-06,12월,"류진형, 장영호 (각자대표이사)",http://www.by-on.co.kr,경기도,별양동 1-16,경기 과천시 별양상가1로 13 교보빌딩8층,7991,23531,15,NA,NA,NA,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKC,11790,기타 화학제품 제조업,"기초화학원료(PO, PG), 전지용 동박 등을 제조ㆍ판매하는 사업",1997-07-18,12월,박원철,http://www.skc.kr,경기도,정자동 911-5,경기도 수원시 장안구 정자로 102,83049,3031204,NA,사업계획서 상 본지점소재지,NA,NA,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
동일기연,32960,전자부품 제조업,EMI,1997-07-18,12월,"손동준 , 정수열",http://www.dongiltech.co.kr,경기도,북양리 215-6,경기 화성시 남양읍 남양로930번길 28 (주)동일기연,24777,70251,130,NA,NA,NA,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
원익,32940,기계장비 및 관련 물품 도매업,"Quartz, HIC, 의료기기",1997-07-18,12월,장홍식,http://www.wonik.co.kr,경기도,삼평동 612,경기 성남시 분당구 판교로255번길 20,59328,194459,91,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼진,32750,통신 및 방송 장비 제조업,리모컨,1997-07-14,12월,김승철,http://www.samjin.com,경기도,안양동 199-6,경기도 안양시 만안구 안양천서로 81,145566,96430,92,NA,NA,NA,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
더라미,32860,"해체, 선별 및 원료 재생업",철스크랩,1997-07-04,12월,현병택,http://www.glosferlabs.com,경기도,행현리 636,경기도 가평군 상면 수목원로386번길 75,50977,65676,52,홈페이지 및 네이버상 주소 없음,NA,NA,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
인지컨트롤스,23800,자동차 신품 부품 제조업,"자동차부품(터머스위치,터머스탯) 제조",1997-06-23,12월,"정구용, 정혜승 각자 대표이사",http://www.inzi.co.kr,경기도,정왕동 1267-3,경기 시흥시 군자천로 171,407395,438575,558,NA,NA,NA,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
피델릭스,32580,반도체 제조업,PSRAM 및 LPSDRAM,1997-04-22,12월,"안승한, 리메이링(Li Meiling)",http://www.fidelix.co.kr,경기도,수내동 22-2,경기 성남시 분당구 백현로 93 후너스빌딩,52784,57427,67,NA,NA,NA,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
휴맥스홀딩스,28080,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","지주사업, IT서비스사업",1997-04-16,12월,변대규,http://holdings.humaxdigital.com/,경기도,수내동 11-4,경기 성남시 분당구 황새울로 216 12층,10570,117419,57,NA,NA,NA,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
경동인베스트,12320,기타 금융업,지주회사,1997-03-07,12월,정승진,http://www.kdinvest.co.kr,경기도,수내동 4-4,경기 성남시 분당구 수내로46번길 4 경동빌딩 12층,6641,300191,15,NA,NA,NA,672,1008291,2021,성남시,경기도 분당구 수내1동,경기도 성남시 분당구 수내동 4-4 경동빌딩,경기도 성남시 분당구 수내동 수내로46번길  4-0 경동빌딩,13595,127.1171267,37.38078328,L,부동산업(68),부동산업,부동산 임대 및 공급업,부동산 개발 및 공급업,기타 부동산 개발 및 공급업,68129
에스제이엠홀딩스,25530,자동차 부품 및 내장품 판매업,지주회사및경영자문,1997-02-12,12월,"김용호, 김휘중(각자대표이사)",http://www.sjmholdings.co.kr,경기도,목내동 401-5,경기 안산시 단원구 별망로459번길 20 3층,11794,170160,6,매출액 수익 정보 활용,NA,NA,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
피에스케이홀딩스,31980,특수 목적용 기계 제조업,"Descum, Reflow",1997-01-07,12월,박경수,http://www.pskholding.com,경기도,석우동 2-12,경기 화성시 삼성1로4길 48,74582,283615,87,사업계획서 상 본지점소재지,NA,NA,674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK하이닉스,660,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26,12월,곽노정,http://www.skhynix.com,경기도,아미리 712-7,경기도 이천시 부발읍 경충대로 2091,27639997,92949387,NA,지점 기입 예정,NA,NA,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WISCOM,24070,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공",1996-11-22,12월,"구조웅, 구영일",http://www.wiscom.co.kr,경기도,목내동 472-6,경기도 안산시 단원구 강촌로 237,103257,121037,231,NA,NA,NA,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
양지사,30960,인쇄 및 인쇄관련 산업,다이어리,1996-10-24,06월,이현,http://www.yangjisa.com,경기도,학운리 2734,경기 김포시 양촌읍 황금1로 131,62135,194742,253,NA,NA,NA,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
원익홀딩스,30530,기초 화학물질 제조업,가스캐비닛,1996-09-24,12월,"조남성, 장성대 (각자대표이사)",http://www.wonikholdings.kr,경기도,마산리 산32-5,경기 평택시 진위면 마산12로 21,322272,999579,NA,본사,NA,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한글과컴퓨터,30520,소프트웨어 개발 및 공급업,오피스소프트웨어,1996-09-24,12월,"변성준, 김연수 (각자대표)",http://www.hancom.com,경기도,삼평동 676 한컴타워 10층,경기 성남시 분당구 대왕판교로644번길 49,128067,403547,379,NA,NA,NA,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
신성이엔지,11930,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31,12월,이지선,http://www.shinsungeng.com,경기도,갈현동 427-1,경기 과천시 과천대로7길 20 A타워 14~15층,394854,484587,531,NA,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
영풍제지,6740,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03,12월,이영덕,http://www.yp21.co.kr,경기도,견산리 571-6,경기 평택시 진위면 서탄로 9,394854,484587,531,NA,NA,NA,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼보판지,23600,"펄프, 종이 및 판지 제조업","골판지,골판지상자",1996-05-29,12월,류진호,http://www.isambo.com,경기도,정왕동 1693,경기 시흥시 공단1대로28번길 120,235468,310506,287,NA,NA,NA,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼목에스폼,18310,"구조용 금속제품, 탱크 및 증기발생기 제조업","갱폼,알루미늄폼,특수폼,알루미늄압출재",1996-05-03,12월,엄석호,http://www.sammok.co.kr,경기도,양변리 1-4,경기도 안성시 미양면 안성맞춤대로 474-40,404013,689330,336,NA,NA,NA,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에이스침대,3800,가구 제조업,침대,1996-05-03,12월,안성호,http://www.acebed.co.kr,경기도,상대원동 142-6,경기도 성남시 중원구 사기막골로 105번길 42,303585,716956,580,지점 확인,NA,NA,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
원익큐브,14190,기타 전문 도매업,"MMA,BAM,PC,PP,목재,실란트,디지털인쇄기",1996-04-26,12월,문경수,http://www.wonikcube.com,경기도,삼평동 612,경기도 성남시 분당구 판교로 255번길 20,"241,201?",137633,124,NA,NA,NA,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
서원,21050,금속 주조업,"비철금속(황동 빌레트,인코트) 제조,재생원료생산",1996-01-30,12월,"조시영, 조경호",http://www.swbrass.co.kr,경기도,목내동 402-2,경기도 안산시 단원구 산단로67번길 94,233179,246997,132,NA,NA,NA,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
인터엠,17250,영상 및 음향기기 제조업,음향기기,1996-01-03,09월,조남용,http://www.inter-m.co.kr,경기도,덕정동 226-9,경기도 양주시 화합로 1402번길 73,50963,83842,280,NA,NA,NA,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
신대양제지,16590,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입",1995-12-21,12월,"권혁홍, 이상천(각자 대표이사)",http://www.dygroup.co.kr,경기도,성곡동 674,경기도 안산시 단원구 별망로 129,218069,438064,117,사업계획서 상 본지점소재지,NA,NA,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
와이투솔루션,11690,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매",1995-12-21,12월,강석환,http://www.yuyang.co.kr,경기도,포일동 653,경기 의왕시 이미로 40,136562,122233,129,네이버 검색 상 지점,NA,NA,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
이구산업,25820,1차 비철금속 제조업,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대",1995-08-18,12월,"안월환, 김영길(각자 대표이사)",http://www.leeku.net,경기도,만호리 616,경기 평택시 포승읍 포승공단로 42 이구산업(주),433373,313892,216,NA,NA,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에이프로젠,7460,기타 금속 가공제품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대",1995-07-08,12월,김재섭,http://www.aprogen.com,경기도,상대원동 442-2 비2층,"경기도 성남시 둔촌대로 545, 한라시그마밸리 비1층",76106,616819,329,NA,NA,NA,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PN풍년,24940,생활용품 도매업,압력솥,1995-01-04,12월,유재원,http://www.pn.co.kr,경기도,초지동 651,경기 안산시 단원구 별망로 620?,57230,55426,160,소규모기업(최근 사업연도말 별도 재무제표상 자산총액 1천억원 미만) 해당으로 '요약재무정보' 기재를 생략합니다.,NA,"재무상태표, 포괄손익계산서 활용",692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
케이피에프,24880,기타 금속 가공제품 제조업,볼트류,1994-12-29,12월,"송무현, 김형노",http://www.kpf.co.kr,경기도,운중동 942,경기 성남시 분당구 운중로 136,289556,405759,472,NA,NA,NA,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
신원종합개발,17000,건물 건설업,토건,1994-12-07,12월,김성민,http://www.swc.co.kr,경기도,동화리 139-1,"경기도 화성시 봉담읍 와우안길 109, 제상가층 제1호",309755,255078,197,NA,NA,NA,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대림제지,17650,기타 종이 및 판지 제품 제조업,골판지원지,1994-11-07,12월,류 창 승,http://www.daelimpaper.co.kr,경기도,누읍동 7,경기도 오산시 황새로 169 대림제지(주),164383,312741,179,NA,NA,NA,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대한광통신,10170,절연선 및 케이블 제조업,광섬유,1994-11-07,12월,도문현,http://www.taihanfiber.com,경기도,성곡동 603-4,경기 안산시 단원구 장자골로 49 A동,123302,223240,265,NA,NA,NA,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한일사료,5860,동물용 사료 및 조제식품 제조업,배합사료,1994-11-07,12월,차상협,http://www.hanilfeed.com,경기도,하갈동 213,경기 용인시 기흥구 하갈로 127 한일사료,"160,695?",76723,77,NA,NA,NA,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
모베이스전자,12860,자동차 신품 부품 제조업,"스마트키,스위치",1994-10-26,12월,이광윤,http://www.mobaseelec.com,경기도,고색동 1144,경기 수원시 권선구 산업로156번길 100,744543,"579,604?",NA,NA,NA,NA,698,554884,2021,수원시,경기도 권선구 평동,경기도 수원시 권선구 고색동 1144,경기도 수원시 권선구 평동 산업로156번길  100- ,16648,126.9845938,37.23742827,C,제조업(10~34),자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 전기장치 제조업,30332
CNH,23460,기타 금융업,투자자문,1994-10-07,12월,김양수(단독대표이사),http://www.cnhcap.co.kr,경기도,상동 447,경기도 부천시 원미구 상일로 120,309755,255078,197,NA,NA,NA,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
유진기업,23410,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,1994-10-07,12월,최종성,http://www.eugenes.co.kr,경기도,삼정동 52-6,경기도 부천시 오정구 석천로 457,960021,1828640,695,사업계획서 상 본지점소재지,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
